Bus Voltage,Power,Current
4.21 V,580.00 mW,137.70 mA
4.20 V,576.00 mW,137.80 mA
4.20 V,576.00 mW,137.50 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,576.00 mW,137.40 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,580.00 mW,138.30 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,576.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.30 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,576.00 mW,138.10 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,576.00 mW,138.20 mA
4.20 V,580.00 mW,138.30 mA
4.58 V,324.00 mW,70.90 mA
4.20 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,576.00 mW,138.10 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,576.00 mW,137.50 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,584.00 mW,138.40 mA
4.20 V,584.00 mW,137.60 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,137.60 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,138.00 mA
4.20 V,576.00 mW,137.80 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,138.30 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,137.50 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,584.00 mW,137.40 mA
4.20 V,576.00 mW,137.30 mA
4.20 V,576.00 mW,137.30 mA
4.20 V,576.00 mW,137.70 mA
4.20 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,576.00 mW,137.50 mA
4.20 V,580.00 mW,137.20 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,576.00 mW,137.70 mA
4.20 V,576.00 mW,137.60 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,576.00 mW,138.00 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,576.00 mW,137.80 mA
4.20 V,584.00 mW,138.30 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,576.00 mW,137.70 mA
4.21 V,576.00 mW,137.50 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,576.00 mW,138.10 mA
4.20 V,576.00 mW,137.20 mA
4.20 V,580.00 mW,138.20 mA
4.20 V,580.00 mW,137.40 mA
4.20 V,576.00 mW,137.40 mA
4.20 V,576.00 mW,137.70 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,138.30 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,576.00 mW,137.70 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,138.50 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,576.00 mW,137.60 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.60 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,137.60 mA
4.20 V,576.00 mW,137.50 mA
4.21 V,576.00 mW,137.60 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,584.00 mW,138.50 mA
4.20 V,576.00 mW,137.30 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,576.00 mW,138.10 mA
4.20 V,576.00 mW,138.20 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,138.30 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,576.00 mW,137.40 mA
4.20 V,576.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,138.30 mA
4.20 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,137.60 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,576.00 mW,137.60 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,576.00 mW,137.80 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,576.00 mW,137.90 mA
4.58 V,322.00 mW,70.70 mA
4.20 V,580.00 mW,138.60 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.50 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,138.30 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,137.30 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,584.00 mW,137.50 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,576.00 mW,137.80 mA
4.20 V,580.00 mW,137.30 mA
4.20 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,137.80 mA
4.20 V,580.00 mW,138.50 mA
4.20 V,584.00 mW,138.40 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.10 mA
4.20 V,576.00 mW,138.00 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.30 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,576.00 mW,137.30 mA
4.20 V,576.00 mW,137.10 mA
4.21 V,576.00 mW,137.40 mA
4.20 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.40 mA
4.20 V,580.00 mW,137.40 mA
4.20 V,576.00 mW,137.90 mA
4.21 V,580.00 mW,137.20 mA
4.20 V,576.00 mW,138.10 mA
4.20 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,584.00 mW,138.50 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,584.00 mW,138.00 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,576.00 mW,138.50 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,138.20 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,137.40 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,138.60 mA
4.20 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,576.00 mW,137.40 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,576.00 mW,138.30 mA
4.21 V,576.00 mW,138.20 mA
4.21 V,580.00 mW,138.50 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,138.40 mA
4.20 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,138.20 mA
4.21 V,576.00 mW,137.40 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,138.50 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,576.00 mW,137.80 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,576.00 mW,137.70 mA
4.21 V,576.00 mW,138.20 mA
4.21 V,576.00 mW,137.60 mA
4.21 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,138.20 mA
4.20 V,576.00 mW,137.50 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,138.10 mA
4.20 V,576.00 mW,137.70 mA
4.20 V,576.00 mW,137.50 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,138.20 mA
4.20 V,580.00 mW,138.40 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,576.00 mW,137.50 mA
4.20 V,580.00 mW,137.20 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,576.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,584.00 mW,138.00 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,137.60 mA
4.20 V,576.00 mW,137.70 mA
4.20 V,580.00 mW,137.80 mA
4.58 V,324.00 mW,71.70 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,138.30 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,576.00 mW,137.60 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,138.70 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,138.20 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,138.50 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,137.10 mA
4.20 V,576.00 mW,137.40 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,584.00 mW,138.20 mA
4.21 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.20 mA
4.21 V,580.00 mW,138.90 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,576.00 mW,137.60 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,137.60 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,576.00 mW,137.60 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,137.20 mA
4.20 V,576.00 mW,137.80 mA
4.20 V,576.00 mW,137.40 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,576.00 mW,137.90 mA
4.20 V,584.00 mW,137.40 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,138.40 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,576.00 mW,137.40 mA
4.20 V,576.00 mW,137.40 mA
4.20 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,584.00 mW,138.20 mA
4.20 V,584.00 mW,137.70 mA
4.21 V,580.00 mW,137.20 mA
4.20 V,580.00 mW,137.20 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.30 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,576.00 mW,137.80 mA
4.20 V,576.00 mW,137.40 mA
4.20 V,576.00 mW,137.30 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,138.40 mA
4.21 V,584.00 mW,138.00 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,576.00 mW,137.40 mA
4.21 V,580.00 mW,137.30 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.90 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.30 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.20 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,137.70 mA
4.20 V,580.00 mW,137.30 mA
4.20 V,584.00 mW,137.80 mA
4.21 V,576.00 mW,137.60 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,138.10 mA
4.20 V,580.00 mW,138.00 mA
4.20 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,576.00 mW,137.20 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.30 mA
4.20 V,584.00 mW,137.90 mA
4.59 V,324.00 mW,71.00 mA
4.20 V,584.00 mW,137.50 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,576.00 mW,137.90 mA
4.21 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,137.70 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.90 mA
4.21 V,584.00 mW,137.90 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,137.40 mA
4.20 V,580.00 mW,138.60 mA
4.21 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.20 mA
4.20 V,576.00 mW,137.80 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,137.80 mA
4.21 V,580.00 mW,138.20 mA
4.20 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.30 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,584.00 mW,137.50 mA
4.21 V,580.00 mW,137.70 mA
4.21 V,584.00 mW,138.00 mA
4.21 V,580.00 mW,138.60 mA
4.21 V,580.00 mW,138.10 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.60 mA
4.20 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,137.50 mA
4.20 V,576.00 mW,137.70 mA
4.20 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,138.50 mA
4.21 V,580.00 mW,138.20 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
4.20 V,580.00 mW,137.80 mA
4.20 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,138.10 mA
4.22 V,584.00 mW,138.10 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,584.00 mW,138.40 mA
4.21 V,580.00 mW,138.30 mA
4.21 V,586.00 mW,138.80 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.40 mA
4.20 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,138.00 mA
4.21 V,580.00 mW,137.40 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,584.00 mW,138.60 mA
4.21 V,580.00 mW,137.50 mA
4.21 V,580.00 mW,137.60 mA
4.21 V,580.00 mW,137.80 mA
4.21 V,580.00 mW,137.70 mA
