Bus Voltage,Power,Current
4.33 V,462.00 mW,107.20 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,462.00 mW,107.20 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.00 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,462.00 mW,107.20 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.00 mA
4.33 V,462.00 mW,106.90 mA
4.33 V,462.00 mW,107.00 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,462.00 mW,107.10 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,462.00 mW,107.20 mA
4.66 V,278.00 mW,59.70 mA
4.66 V,278.00 mW,60.20 mA
4.33 V,462.00 mW,107.00 mA
4.33 V,466.00 mW,107.00 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.00 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,106.60 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.00 mA
4.33 V,462.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,462.00 mW,107.20 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.00 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.32 V,466.00 mW,107.80 mA
4.32 V,466.00 mW,107.70 mA
4.32 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.32 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.32 V,466.00 mW,107.50 mA
4.66 V,278.00 mW,60.00 mA
4.66 V,278.00 mW,59.60 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.90 mA
4.32 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.40 mA
4.32 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.60 mA
4.32 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,107.40 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.80 mA
4.32 V,462.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.32 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.40 mA
4.32 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,74.30 mA
4.67 V,278.00 mW,60.20 mA
4.33 V,458.00 mW,107.10 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,462.00 mW,107.90 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.20 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.66 V,286.00 mW,59.90 mA
4.66 V,278.00 mW,60.00 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.00 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.32 V,466.00 mW,108.00 mA
4.32 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.60 mA
4.32 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.66 V,282.00 mW,60.40 mA
4.66 V,276.00 mW,59.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.40 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.32 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.20 mA
4.32 V,468.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.90 mA
4.32 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.40 mA
4.34 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.66 V,278.00 mW,59.70 mA
4.66 V,278.00 mW,60.20 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.32 V,466.00 mW,107.60 mA
4.32 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,468.00 mW,107.50 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,468.00 mW,107.30 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.60 mA
4.66 V,278.00 mW,59.60 mA
4.34 V,448.00 mW,107.30 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,468.00 mW,108.10 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.90 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,108.30 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,108.00 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.70 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.20 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,468.00 mW,107.80 mA
4.32 V,466.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.60 mA
4.33 V,466.00 mW,107.60 mA
4.32 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.60 mA
4.33 V,468.00 mW,107.90 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,468.00 mW,108.00 mA
4.33 V,468.00 mW,107.80 mA
4.33 V,466.00 mW,107.30 mA
4.33 V,466.00 mW,107.90 mA
4.66 V,286.00 mW,60.10 mA
4.67 V,278.00 mW,59.80 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.50 mA
4.33 V,466.00 mW,107.40 mA
4.33 V,466.00 mW,107.20 mA
4.33 V,466.00 mW,107.80 mA
4.33 V,466.00 mW,107.10 mA
4.33 V,466.00 mW,107.70 mA
4.33 V,466.00 mW,107.40 mA
